event_time,user_id,event_type,transaction_category,miles_amount,platform,utm_source,country
2025-04-04 23:51:19.514144,u_0047,miles_earned,ecommerce,117.0,ios,organic,TH
2025-05-11 12:20:27.794634,u_0050,share,,,ios,tiktok,SG
2025-05-12 22:32:55.293360,u_0075,miles_earned,dining,411.0,ios,organic,MY
2025-05-24 07:57:22.796106,u_0074,miles_earned,shopping,904.0,ios,google,MY
2025-06-03 15:29:07.218666,u_0004,share,,,android,facebook,SG
2025-03-19 15:07:55.594471,u_0013,miles_earned,dining,449.0,ios,organic,PH
2025-04-10 05:02:38.580039,u_0072,miles_redeemed,flight,1758.0,ios,referral,ID
2025-04-27 09:50:37.853659,u_0092,reward_search,lululemon,,ios,referral,ID
2025-04-05 13:58:03.132671,u_0043,like,,,web,referral,ID
2025-04-18 20:15:28.681308,u_0048,miles_earned,dining,522.0,web,facebook,SG
2025-03-31 22:24:57.740556,u_0029,reward_search,apple,,ios,referral,ID
2025-03-30 04:10:55.230519,u_0059,miles_earned,ecommerce,110.0,web,referral,SG
2025-03-16 13:47:25.410311,u_0089,miles_earned,dining,572.0,ios,tiktok,TH
2025-04-02 23:32:06.550646,u_0069,miles_redeemed,hotel,1085.0,ios,referral,TH
2025-04-11 10:26:27.105309,u_0088,miles_earned,dining,564.0,web,google,ID
2025-05-02 05:53:33.005819,u_0028,miles_earned,dining,537.0,ios,referral,SG
2025-03-30 04:56:27.700244,u_0013,miles_earned,ecommerce,81.0,ios,organic,PH
2025-05-24 17:44:29.133380,u_0075,miles_earned,shopping,1194.0,web,organic,MY
2025-03-22 05:37:42.572724,u_0058,share,,,android,google,SG
2025-04-06 07:56:18.942550,u_0071,reward_search,lululemon,,ios,facebook,TH
2025-04-28 20:28:52.406661,u_0041,like,,,web,google,MY
2025-04-05 00:08:29.224625,u_0075,share,,,ios,organic,MY
2025-05-15 13:01:09.813078,u_0020,miles_earned,shopping,853.0,android,facebook,TH
2025-04-21 16:55:50.855058,u_0063,miles_earned,dining,522.0,web,organic,MY
2025-04-23 04:28:58.349864,u_0005,miles_earned,shopping,962.0,android,tiktok,ID
2025-04-21 17:59:53.492500,u_0065,miles_earned,dining,513.0,ios,google,PH
2025-04-04 15:07:28.788455,u_0078,miles_redeemed,flight,2133.0,android,referral,SG
2025-03-09 22:44:16.894930,u_0086,miles_earned,dining,453.0,ios,facebook,PH
2025-05-31 22:22:48.284442,u_0054,miles_earned,dining,445.0,web,referral,ID
2025-04-22 08:26:14.144473,u_0049,miles_redeemed,hotel,1177.0,web,referral,MY
2025-06-02 20:43:13.239176,u_0093,miles_earned,shopping,1001.0,android,referral,MY
2025-03-27 05:23:21.029564,u_0047,miles_redeemed,hotel,1030.0,web,organic,TH
2025-04-08 14:55:50.210947,u_0070,miles_earned,shopping,867.0,ios,google,PH
2025-03-12 09:50:40.186387,u_0036,share,,,android,google,SG
2025-04-21 09:38:55.326612,u_0098,miles_earned,shopping,988.0,web,facebook,MY
2025-05-26 06:31:49.768239,u_0082,miles_earned,dining,578.0,ios,tiktok,SG
2025-05-05 17:52:44.046854,u_0030,miles_earned,ecommerce,103.0,android,facebook,SG
2025-04-19 05:08:41.371791,u_0092,reward_search,apple,,android,referral,ID
2025-04-25 03:55:45.266471,u_0015,miles_earned,shopping,1096.0,web,organic,SG
2025-05-23 02:34:10.313300,u_0056,miles_earned,shopping,895.0,web,facebook,PH
2025-04-15 15:28:52.334446,u_0047,miles_earned,shopping,946.0,web,organic,TH
2025-05-26 06:46:53.763623,u_0061,miles_earned,dining,467.0,android,referral,PH
2025-05-12 08:05:40.700683,u_0015,miles_redeemed,hotel,945.0,android,organic,SG
2025-05-15 14:36:28.198124,u_0011,miles_earned,ecommerce,114.0,ios,referral,PH
2025-04-09 19:06:06.853177,u_0017,miles_earned,shopping,1155.0,ios,google,PH
2025-04-12 21:56:00.685011,u_0004,miles_earned,shopping,882.0,android,facebook,SG
2025-04-28 04:29:08.062819,u_0047,reward_search,lululemon,,android,organic,TH
2025-03-25 09:07:57.627479,u_0020,miles_earned,ecommerce,111.0,ios,facebook,TH
2025-04-26 15:38:19.477406,u_0042,share,,,android,tiktok,PH
2025-03-14 11:30:20.886000,u_0036,miles_redeemed,flight,2301.0,ios,google,SG
2025-04-22 05:52:08.994462,u_0086,miles_earned,ecommerce,108.0,web,facebook,PH
2025-05-15 15:47:24.395963,u_0018,share,,,ios,google,PH
2025-04-02 00:52:25.989204,u_0054,like,,,ios,referral,ID
2025-06-04 21:06:47.288027,u_0066,miles_earned,shopping,901.0,web,referral,PH
2025-05-08 02:20:17.825564,u_0034,miles_redeemed,flight,2029.0,ios,facebook,MY
2025-03-18 13:18:32.489371,u_0010,miles_redeemed,hotel,1017.0,web,tiktok,MY
2025-06-03 14:51:21.972658,u_0078,like,,,ios,referral,SG
2025-04-12 07:30:33.270178,u_0003,miles_earned,ecommerce,91.0,ios,organic,MY
2025-05-18 09:39:18.847890,u_0039,miles_earned,ecommerce,111.0,web,google,SG
2025-04-07 09:06:05.292431,u_0016,miles_earned,ecommerce,80.0,android,referral,ID
2025-05-31 08:48:22.056645,u_0060,reward_search,shopee,,ios,organic,PH
2025-05-14 19:24:07.179749,u_0055,miles_earned,shopping,1161.0,web,facebook,MY
2025-03-25 18:38:32.086952,u_0029,like,,,ios,referral,ID
2025-04-22 16:22:54.686167,u_0093,miles_earned,shopping,871.0,android,referral,MY
2025-04-21 20:50:43.778165,u_0028,reward_search,apple,,ios,referral,SG
2025-03-11 22:31:56.868784,u_0062,miles_earned,ecommerce,94.0,ios,facebook,MY
2025-03-20 04:40:32.840861,u_0028,miles_redeemed,hotel,1018.0,android,referral,SG
2025-04-06 20:02:42.524823,u_0073,share,,,web,facebook,ID
2025-04-19 11:57:52.513473,u_0023,miles_redeemed,hotel,1134.0,ios,google,TH
2025-04-17 23:46:21.036984,u_0080,miles_earned,ecommerce,116.0,android,organic,MY
2025-05-01 10:11:59.822212,u_0053,miles_earned,dining,551.0,ios,tiktok,TH
2025-04-23 06:10:10.573177,u_0032,miles_earned,dining,471.0,web,google,SG
2025-04-06 09:05:00.431222,u_0040,miles_earned,ecommerce,95.0,android,tiktok,MY
2025-05-02 00:54:15.709399,u_0086,miles_earned,dining,551.0,ios,facebook,PH
2025-03-22 11:40:53.908739,u_0034,miles_redeemed,hotel,1090.0,android,facebook,MY
2025-06-05 00:24:25.975276,u_0007,reward_search,shopee,,web,facebook,PH
2025-05-13 09:36:25.347820,u_0065,miles_redeemed,flight,1914.0,ios,google,PH
2025-04-03 19:01:24.247500,u_0072,miles_redeemed,flight,2095.0,ios,referral,ID
2025-04-07 03:14:37.963932,u_0024,miles_earned,dining,412.0,ios,facebook,MY
2025-05-21 09:46:56.265205,u_0069,miles_earned,shopping,1009.0,ios,referral,TH
2025-04-24 18:31:52.517115,u_0076,miles_earned,ecommerce,111.0,web,organic,TH
2025-05-10 15:33:18.734842,u_0040,miles_earned,dining,596.0,ios,tiktok,MY
2025-04-03 20:13:29.431398,u_0046,reward_search,lululemon,,android,google,SG
2025-05-20 06:41:40.927304,u_0075,miles_earned,shopping,917.0,ios,organic,MY
2025-04-10 00:19:48.329516,u_0001,reward_search,shopee,,android,organic,SG
2025-05-07 12:05:56.507870,u_0048,reward_search,shopee,,ios,facebook,SG
2025-06-04 01:15:25.090449,u_0035,miles_earned,shopping,904.0,ios,organic,SG
2025-04-29 09:28:25.855016,u_0093,miles_earned,shopping,956.0,web,referral,MY
2025-05-18 13:40:03.433121,u_0030,miles_earned,shopping,1145.0,web,facebook,SG
2025-05-12 03:22:39.076803,u_0026,miles_earned,ecommerce,80.0,ios,tiktok,MY
2025-05-08 18:51:05.431753,u_0046,miles_earned,dining,410.0,android,google,SG
2025-03-10 06:14:06.276999,u_0067,share,,,android,referral,MY
2025-04-19 13:47:31.504725,u_0038,miles_earned,ecommerce,98.0,ios,tiktok,TH
2025-06-02 21:32:59.733434,u_0056,miles_earned,dining,515.0,android,facebook,PH
2025-05-17 07:44:59.437371,u_0071,miles_redeemed,flight,2218.0,ios,facebook,TH
2025-05-16 17:11:13.907738,u_0041,miles_earned,ecommerce,86.0,web,google,MY
2025-04-28 20:22:03.062240,u_0017,miles_earned,dining,542.0,ios,google,PH
2025-05-11 18:54:05.273216,u_0011,miles_earned,shopping,1105.0,android,referral,PH
2025-04-29 09:05:15.002322,u_0036,miles_earned,dining,533.0,android,google,SG
2025-03-23 04:58:59.792142,u_0016,miles_earned,shopping,951.0,android,referral,ID
2025-05-03 11:22:18.275146,u_0002,share,,,android,facebook,TH
2025-05-02 15:18:23.623576,u_0075,miles_earned,dining,578.0,ios,organic,MY
2025-05-22 13:35:53.563675,u_0068,miles_redeemed,flight,1844.0,web,organic,TH
2025-03-21 03:52:21.907743,u_0055,miles_earned,shopping,843.0,android,facebook,MY
2025-05-08 03:02:50.335914,u_0069,miles_earned,dining,439.0,web,referral,TH
2025-03-10 16:52:10.311748,u_0095,miles_earned,ecommerce,93.0,android,facebook,MY
2025-06-01 04:48:01.408019,u_0084,miles_earned,shopping,966.0,web,facebook,PH
2025-03-17 18:03:05.573891,u_0027,miles_redeemed,flight,2282.0,android,tiktok,SG
2025-03-09 13:34:54.969731,u_0011,reward_search,lululemon,,android,referral,PH
2025-04-05 02:15:10.751275,u_0086,miles_redeemed,hotel,901.0,web,facebook,PH
2025-03-21 11:46:07.463136,u_0046,reward_search,shopee,,ios,google,SG
2025-05-09 00:09:28.028903,u_0007,miles_earned,ecommerce,99.0,web,facebook,PH
2025-04-13 19:05:32.734893,u_0010,miles_earned,shopping,855.0,web,tiktok,MY
2025-05-16 14:37:02.618852,u_0037,miles_earned,ecommerce,117.0,ios,google,TH
2025-05-29 17:00:08.906401,u_0046,miles_earned,shopping,961.0,ios,google,SG
2025-05-25 09:57:48.504502,u_0053,miles_earned,shopping,978.0,android,tiktok,TH
2025-05-13 02:05:08.621385,u_0071,miles_earned,dining,496.0,android,facebook,TH
2025-03-13 11:12:17.280048,u_0093,miles_earned,dining,556.0,ios,referral,MY
2025-03-20 06:56:07.409466,u_0013,miles_earned,shopping,969.0,ios,organic,PH
2025-03-26 12:32:07.097856,u_0034,reward_search,lululemon,,ios,facebook,MY
2025-04-06 02:47:03.179697,u_0063,miles_redeemed,flight,2151.0,android,organic,MY
2025-05-06 11:05:13.594579,u_0093,miles_earned,ecommerce,98.0,ios,referral,MY
2025-04-24 03:42:28.329287,u_0014,miles_earned,shopping,1096.0,web,tiktok,ID
2025-04-05 02:22:58.207785,u_0048,miles_earned,ecommerce,101.0,web,facebook,SG
2025-03-23 10:45:04.527915,u_0011,miles_earned,shopping,1145.0,android,referral,PH
2025-05-28 22:51:55.475345,u_0037,share,,,android,google,TH
2025-04-07 16:06:12.889494,u_0019,miles_earned,ecommerce,80.0,web,facebook,SG
2025-04-08 17:56:13.623702,u_0039,miles_earned,shopping,981.0,ios,google,SG
2025-05-16 08:10:30.561541,u_0064,miles_earned,dining,520.0,ios,tiktok,ID
2025-05-11 17:52:27.388881,u_0080,miles_earned,ecommerce,81.0,web,organic,MY
2025-05-04 18:13:29.561596,u_0036,miles_earned,ecommerce,89.0,web,google,SG
2025-05-09 06:14:02.298792,u_0076,like,,,android,organic,TH
2025-05-01 18:26:33.486692,u_0043,miles_earned,ecommerce,92.0,ios,referral,ID
2025-03-25 03:58:04.179207,u_0061,miles_earned,dining,507.0,android,referral,PH
2025-03-30 01:09:30.797861,u_0097,miles_earned,ecommerce,95.0,ios,tiktok,MY
2025-04-27 02:08:39.796678,u_0076,miles_earned,shopping,1043.0,android,organic,TH
2025-03-28 02:23:24.087432,u_0074,miles_earned,dining,566.0,android,google,MY
2025-06-03 10:09:51.040144,u_0092,miles_earned,shopping,1074.0,android,referral,ID
2025-04-03 15:31:28.859593,u_0058,miles_earned,shopping,1128.0,ios,google,SG
2025-04-02 20:55:34.172450,u_0031,reward_search,shopee,,ios,facebook,PH
2025-03-26 12:23:50.132790,u_0073,share,,,ios,facebook,ID
2025-05-10 07:27:06.707740,u_0017,miles_earned,ecommerce,100.0,android,google,PH
2025-04-05 09:29:06.833263,u_0004,miles_earned,shopping,1131.0,ios,facebook,SG
2025-04-08 06:05:31.482589,u_0099,miles_earned,ecommerce,108.0,web,facebook,SG
2025-05-30 21:28:12.114218,u_0003,share,,,web,organic,MY
2025-05-18 10:45:10.048274,u_0094,reward_search,apple,,android,organic,ID
2025-04-01 11:20:43.805810,u_0033,reward_search,lululemon,,web,google,TH
2025-03-18 19:55:31.046178,u_0004,miles_earned,dining,431.0,android,facebook,SG
2025-05-07 18:10:52.583205,u_0028,miles_earned,shopping,934.0,ios,referral,SG
2025-04-11 00:48:59.985471,u_0067,like,,,web,referral,MY
2025-06-04 01:49:26.338211,u_0006,reward_search,lululemon,,android,organic,MY
2025-05-20 12:22:21.129975,u_0011,miles_earned,shopping,1116.0,ios,referral,PH
2025-06-01 18:37:56.521732,u_0003,miles_redeemed,hotel,1178.0,ios,organic,MY
2025-05-19 06:38:50.724846,u_0032,reward_search,shopee,,ios,google,SG
2025-04-03 00:03:17.821897,u_0015,miles_redeemed,hotel,1101.0,web,organic,SG
2025-04-02 17:57:31.536391,u_0038,miles_redeemed,hotel,811.0,web,tiktok,TH
2025-05-11 03:13:20.651587,u_0056,miles_earned,dining,446.0,android,facebook,PH
2025-04-08 00:49:20.685607,u_0086,reward_search,shopee,,android,facebook,PH
2025-04-16 16:12:34.645861,u_0000,reward_search,apple,,ios,facebook,MY
2025-03-30 22:35:46.353282,u_0019,miles_earned,ecommerce,118.0,android,facebook,SG
2025-04-19 23:29:18.349216,u_0066,share,,,android,referral,PH
2025-03-26 01:08:38.823992,u_0049,share,,,android,referral,MY
2025-04-25 08:00:19.934758,u_0020,miles_earned,shopping,1046.0,android,facebook,TH
2025-05-30 20:00:32.109099,u_0047,share,,,android,organic,TH
2025-05-09 12:24:26.033830,u_0064,share,,,web,tiktok,ID
2025-03-20 05:11:12.496532,u_0039,miles_earned,ecommerce,89.0,ios,google,SG
2025-05-02 06:32:22.619607,u_0053,reward_search,lululemon,,ios,tiktok,TH
2025-04-29 16:13:51.956887,u_0072,miles_redeemed,flight,1849.0,android,referral,ID
2025-03-29 16:23:11.706678,u_0017,reward_search,apple,,android,google,PH
2025-05-07 03:31:06.911009,u_0019,miles_earned,ecommerce,99.0,web,facebook,SG
2025-04-24 15:43:36.624162,u_0042,miles_redeemed,flight,2392.0,web,tiktok,PH
2025-05-04 06:38:15.002825,u_0009,miles_redeemed,hotel,920.0,ios,google,TH
2025-03-12 14:03:28.846784,u_0091,reward_search,shopee,,web,facebook,ID
2025-04-14 01:24:29.422391,u_0041,miles_earned,dining,421.0,android,google,MY
2025-05-11 10:10:14.245402,u_0050,miles_earned,ecommerce,105.0,android,tiktok,SG
2025-03-16 21:51:15.179549,u_0062,like,,,web,facebook,MY
2025-05-16 05:31:54.867772,u_0047,miles_earned,ecommerce,115.0,web,organic,TH
2025-03-08 07:52:08.927262,u_0027,reward_search,lululemon,,web,tiktok,SG
2025-04-26 09:26:19.551502,u_0005,like,,,ios,tiktok,ID
2025-05-30 11:31:57.113002,u_0054,miles_earned,shopping,877.0,ios,referral,ID
2025-04-13 11:35:50.343229,u_0055,reward_search,lululemon,,ios,facebook,MY
2025-05-31 00:20:47.598684,u_0025,miles_earned,ecommerce,104.0,web,google,ID
2025-05-25 22:01:13.456895,u_0034,miles_earned,shopping,890.0,android,facebook,MY
2025-04-19 19:57:57.694948,u_0090,miles_earned,dining,562.0,web,google,MY
2025-03-25 19:30:07.659015,u_0034,miles_earned,ecommerce,110.0,ios,facebook,MY
2025-06-02 14:43:53.566416,u_0059,reward_search,shopee,,ios,referral,SG
2025-04-05 18:23:58.051679,u_0025,reward_search,lululemon,,ios,google,ID
2025-05-04 23:49:00.209515,u_0019,miles_earned,dining,429.0,android,facebook,SG
2025-05-28 13:49:15.791128,u_0030,miles_earned,dining,542.0,android,facebook,SG
2025-03-15 21:54:44.562698,u_0009,miles_redeemed,flight,2245.0,ios,google,TH
2025-04-28 12:48:18.954292,u_0040,share,,,android,tiktok,MY
2025-04-25 00:36:22.105125,u_0062,miles_redeemed,flight,2159.0,android,facebook,MY
2025-05-11 22:36:41.066013,u_0007,miles_earned,shopping,1023.0,ios,facebook,PH
2025-05-31 03:52:59.096941,u_0059,miles_redeemed,flight,1893.0,android,referral,SG
2025-05-29 01:15:12.346809,u_0031,miles_earned,dining,416.0,android,facebook,PH
2025-03-23 14:49:01.694140,u_0042,miles_earned,dining,526.0,android,tiktok,PH
2025-05-26 06:19:34.911330,u_0083,miles_earned,ecommerce,99.0,ios,facebook,PH
2025-03-23 16:22:50.989822,u_0052,miles_earned,ecommerce,98.0,android,referral,SG
2025-05-29 15:05:18.296953,u_0052,miles_earned,dining,499.0,ios,referral,SG
2025-06-05 14:34:05.940816,u_0071,reward_search,shopee,,ios,facebook,TH
2025-04-12 14:11:07.809588,u_0071,reward_search,apple,,android,facebook,TH
2025-04-21 10:42:23.185574,u_0038,miles_earned,ecommerce,104.0,android,tiktok,TH
2025-05-31 03:45:07.599392,u_0005,reward_search,lululemon,,ios,tiktok,ID
2025-06-02 10:52:51.611528,u_0058,miles_redeemed,hotel,943.0,android,google,SG
2025-05-30 04:55:22.690843,u_0029,miles_redeemed,flight,2086.0,android,referral,ID
2025-05-25 18:26:32.873730,u_0061,like,,,web,referral,PH
2025-03-08 16:41:39.502101,u_0065,reward_search,shopee,,android,google,PH
2025-04-27 23:28:29.490735,u_0007,miles_earned,dining,462.0,ios,facebook,PH
2025-03-17 12:26:48.171455,u_0047,reward_search,lululemon,,web,organic,TH
2025-06-04 07:56:38.475973,u_0071,share,,,android,facebook,TH
2025-04-02 11:19:49.408674,u_0032,share,,,web,google,SG
2025-06-04 21:07:55.479410,u_0016,miles_redeemed,flight,1981.0,android,referral,ID
2025-04-25 18:12:22.560139,u_0070,like,,,android,google,PH
2025-04-21 07:31:40.980578,u_0093,miles_earned,dining,458.0,ios,referral,MY
2025-05-31 07:58:04.461537,u_0086,miles_earned,dining,459.0,android,facebook,PH
2025-05-23 10:57:58.527183,u_0079,miles_earned,dining,589.0,web,referral,SG
2025-04-18 23:36:07.499793,u_0058,share,,,android,google,SG
2025-03-25 05:08:59.432977,u_0018,reward_search,lululemon,,web,google,PH
2025-03-17 23:59:39.213693,u_0088,miles_redeemed,flight,1833.0,ios,google,ID
2025-03-22 11:39:53.385509,u_0056,miles_earned,dining,499.0,ios,facebook,PH
2025-04-18 03:55:56.926748,u_0004,miles_earned,shopping,1077.0,ios,facebook,SG
2025-03-31 00:22:09.708665,u_0021,reward_search,shopee,,ios,facebook,PH
2025-03-24 14:52:01.961540,u_0008,miles_redeemed,flight,2365.0,web,google,SG
2025-05-13 03:46:18.755348,u_0092,reward_search,apple,,android,referral,ID
2025-05-18 00:44:07.358571,u_0009,reward_search,lululemon,,web,google,TH
2025-04-27 23:05:04.785545,u_0010,miles_earned,ecommerce,116.0,ios,tiktok,MY
2025-05-15 00:24:28.666003,u_0048,miles_earned,ecommerce,90.0,ios,facebook,SG
2025-03-23 15:44:46.450008,u_0000,miles_earned,shopping,868.0,android,facebook,MY
2025-05-23 21:57:13.217230,u_0072,miles_earned,ecommerce,93.0,web,referral,ID
2025-05-27 14:17:22.515632,u_0063,miles_earned,dining,442.0,web,organic,MY
2025-05-21 06:58:30.881349,u_0087,miles_earned,shopping,896.0,ios,organic,SG
2025-04-23 05:41:00.404071,u_0049,miles_redeemed,hotel,998.0,web,referral,MY
2025-03-15 16:01:50.898341,u_0061,miles_redeemed,hotel,1011.0,ios,referral,PH
2025-05-07 02:16:11.516116,u_0061,reward_search,apple,,android,referral,PH
2025-03-24 11:48:16.619344,u_0030,miles_earned,ecommerce,109.0,ios,facebook,SG
2025-03-20 12:23:55.944932,u_0011,miles_redeemed,flight,2031.0,android,referral,PH
2025-04-05 23:39:24.586582,u_0076,miles_earned,dining,555.0,ios,organic,TH
2025-03-30 04:27:32.122596,u_0004,share,,,ios,facebook,SG
2025-03-31 07:58:24.314461,u_0076,miles_earned,ecommerce,96.0,ios,organic,TH
2025-03-29 01:24:11.261785,u_0082,miles_earned,shopping,1080.0,web,tiktok,SG
2025-05-14 16:47:29.724253,u_0081,miles_earned,dining,543.0,android,organic,TH
2025-06-01 17:23:32.780965,u_0022,like,,,ios,facebook,SG
2025-04-04 00:52:48.849442,u_0012,miles_earned,dining,410.0,android,facebook,PH
2025-05-11 22:06:12.540846,u_0096,miles_earned,shopping,812.0,web,facebook,MY
2025-03-08 21:22:42.269094,u_0032,reward_search,lululemon,,android,google,SG
2025-05-05 16:37:59.862338,u_0078,miles_redeemed,hotel,868.0,ios,referral,SG
2025-05-09 05:03:26.559127,u_0040,like,,,android,tiktok,MY
2025-03-13 10:51:56.804081,u_0049,miles_earned,dining,519.0,android,referral,MY
2025-03-18 12:02:34.416524,u_0014,miles_earned,shopping,903.0,ios,tiktok,ID
2025-04-04 11:22:44.115420,u_0077,miles_earned,shopping,1035.0,android,facebook,SG
2025-04-13 08:22:37.582442,u_0091,reward_search,lululemon,,android,facebook,ID
2025-04-22 02:07:17.184350,u_0068,miles_redeemed,flight,2385.0,ios,organic,TH
2025-05-27 10:07:58.443691,u_0027,miles_earned,ecommerce,96.0,ios,tiktok,SG
2025-05-10 04:21:37.504955,u_0060,miles_earned,ecommerce,86.0,web,organic,PH
2025-04-04 20:23:22.526639,u_0042,reward_search,lululemon,,ios,tiktok,PH
2025-03-18 10:17:42.839689,u_0032,miles_earned,dining,584.0,web,google,SG
2025-05-29 07:31:07.880374,u_0041,miles_earned,ecommerce,90.0,ios,google,MY
2025-04-03 09:57:30.378815,u_0076,miles_earned,shopping,1078.0,android,organic,TH
2025-05-02 04:16:05.484766,u_0035,miles_earned,shopping,1187.0,web,organic,SG
2025-03-27 13:59:42.000873,u_0084,reward_search,apple,,web,facebook,PH
2025-03-19 21:11:08.850362,u_0096,miles_earned,shopping,1007.0,ios,facebook,MY
2025-03-21 15:33:28.951023,u_0002,reward_search,lululemon,,android,facebook,TH
2025-05-14 03:47:04.093685,u_0001,reward_search,lululemon,,ios,organic,SG
2025-05-01 09:04:24.060341,u_0008,miles_redeemed,flight,2046.0,web,google,SG
2025-04-14 06:54:13.505593,u_0034,miles_earned,ecommerce,109.0,ios,facebook,MY
2025-04-26 07:01:25.540572,u_0085,miles_earned,ecommerce,112.0,web,facebook,ID
2025-04-19 05:39:57.125813,u_0043,reward_search,shopee,,web,referral,ID
2025-04-25 05:42:55.539502,u_0010,miles_earned,ecommerce,103.0,web,tiktok,MY
2025-05-06 15:07:16.360305,u_0090,miles_redeemed,flight,2035.0,ios,google,MY
2025-03-27 12:26:46.777783,u_0058,miles_redeemed,flight,2150.0,web,google,SG
2025-03-30 03:12:09.178303,u_0098,reward_search,lululemon,,web,facebook,MY
2025-05-14 18:54:52.738661,u_0034,miles_earned,ecommerce,108.0,ios,facebook,MY
2025-05-25 10:38:56.214801,u_0027,miles_redeemed,hotel,1107.0,ios,tiktok,SG
2025-03-15 05:31:01.503136,u_0047,reward_search,lululemon,,web,organic,TH
2025-04-17 01:39:10.273013,u_0076,miles_earned,shopping,957.0,web,organic,TH
2025-05-10 04:48:43.389212,u_0029,reward_search,shopee,,android,referral,ID
2025-03-14 21:22:44.767418,u_0038,miles_earned,shopping,1177.0,ios,tiktok,TH
2025-04-27 15:16:53.984399,u_0060,miles_earned,shopping,903.0,web,organic,PH
2025-03-13 10:04:28.577801,u_0098,like,,,android,facebook,MY
2025-04-26 03:35:58.557976,u_0032,miles_earned,ecommerce,101.0,ios,google,SG
2025-04-22 08:31:45.348176,u_0047,miles_earned,shopping,808.0,android,organic,TH
2025-04-28 09:42:46.218796,u_0064,miles_redeemed,flight,1959.0,android,tiktok,ID
2025-03-21 08:21:30.117630,u_0057,miles_earned,ecommerce,95.0,ios,organic,TH
2025-04-06 09:24:40.751083,u_0039,miles_earned,dining,489.0,android,google,SG
2025-04-23 16:36:53.824253,u_0049,miles_redeemed,flight,1891.0,ios,referral,MY
2025-03-18 07:45:20.412508,u_0035,miles_redeemed,flight,1842.0,ios,organic,SG
2025-03-26 08:20:39.951554,u_0005,miles_earned,ecommerce,115.0,android,tiktok,ID
2025-04-29 08:16:34.347557,u_0064,miles_earned,dining,473.0,web,tiktok,ID
2025-03-16 01:06:40.227256,u_0041,miles_earned,ecommerce,85.0,android,google,MY
2025-04-22 19:05:16.752959,u_0092,miles_redeemed,flight,2221.0,web,referral,ID
2025-05-19 15:27:07.638786,u_0096,miles_redeemed,hotel,1182.0,android,facebook,MY
2025-04-17 16:05:27.566198,u_0032,miles_earned,shopping,1126.0,web,google,SG
2025-04-23 01:17:33.228736,u_0090,share,,,web,google,MY
2025-04-17 23:21:42.947135,u_0089,share,,,ios,tiktok,TH
2025-03-13 01:23:19.208531,u_0073,miles_earned,ecommerce,103.0,web,facebook,ID
2025-04-18 11:24:51.705426,u_0042,miles_earned,shopping,1110.0,web,tiktok,PH
2025-05-19 11:36:51.781463,u_0042,miles_earned,shopping,1153.0,ios,tiktok,PH
2025-05-11 22:57:43.900719,u_0016,miles_earned,shopping,885.0,android,referral,ID
2025-04-12 11:55:35.168597,u_0014,miles_earned,ecommerce,83.0,ios,tiktok,ID
2025-05-20 08:12:58.284856,u_0073,miles_earned,ecommerce,112.0,ios,facebook,ID
2025-05-13 23:36:53.658500,u_0080,miles_earned,ecommerce,83.0,web,organic,MY
2025-04-28 21:49:46.397099,u_0081,miles_redeemed,hotel,800.0,ios,organic,TH
2025-03-11 22:30:11.506011,u_0061,miles_earned,dining,460.0,android,referral,PH
2025-04-07 20:51:34.466387,u_0036,like,,,ios,google,SG
2025-03-13 14:23:55.076584,u_0072,miles_earned,ecommerce,111.0,ios,referral,ID
2025-06-05 07:59:03.583869,u_0080,miles_earned,shopping,979.0,web,organic,MY
2025-05-30 23:22:33.844129,u_0013,reward_search,lululemon,,android,organic,PH
2025-03-14 01:45:30.880543,u_0081,miles_earned,shopping,800.0,android,organic,TH
2025-05-30 21:37:56.774660,u_0081,share,,,android,organic,TH
2025-03-10 17:13:28.357075,u_0095,miles_earned,dining,455.0,android,facebook,MY
2025-04-13 15:49:47.292930,u_0065,miles_earned,shopping,868.0,android,google,PH
2025-05-16 01:39:24.758649,u_0084,miles_earned,ecommerce,112.0,ios,facebook,PH
2025-05-15 18:51:54.062415,u_0057,reward_search,shopee,,android,organic,TH
2025-06-03 21:52:37.623570,u_0012,miles_earned,ecommerce,80.0,web,facebook,PH
2025-05-04 23:46:47.241524,u_0083,miles_earned,dining,551.0,web,facebook,PH
2025-04-14 16:39:32.436749,u_0018,reward_search,apple,,ios,google,PH
2025-06-05 05:14:50.910565,u_0034,miles_earned,ecommerce,81.0,web,facebook,MY
2025-04-11 06:49:59.516188,u_0085,reward_search,apple,,web,facebook,ID
2025-05-25 03:03:25.338576,u_0033,miles_earned,shopping,1116.0,android,google,TH
2025-05-28 11:17:40.614415,u_0054,miles_earned,ecommerce,80.0,ios,referral,ID
2025-04-10 16:04:17.670844,u_0055,miles_earned,dining,493.0,ios,facebook,MY
2025-05-08 07:22:29.233494,u_0016,miles_redeemed,hotel,1038.0,android,referral,ID
2025-05-06 10:08:56.776464,u_0043,miles_earned,ecommerce,102.0,ios,referral,ID
2025-04-25 09:33:56.852233,u_0075,miles_earned,dining,542.0,android,organic,MY
2025-05-05 16:18:39.149304,u_0089,miles_earned,ecommerce,109.0,web,tiktok,TH
2025-04-08 03:51:36.642394,u_0057,like,,,web,organic,TH
2025-03-23 22:10:48.939136,u_0031,miles_redeemed,flight,2364.0,web,facebook,PH
2025-04-25 05:09:19.990231,u_0005,miles_earned,dining,453.0,ios,tiktok,ID
